Algorithm,Instance,Instance Size,Run,Final Value,Deviation
genetic,data/Benchmarks/ta110,200,1,1280185,3.670120758237344
genetic,data/Benchmarks/ta110,200,2,1266136,2.532424623278353
genetic,data/Benchmarks/ta110,200,3,1276742,3.3913046294976614
genetic,data/Benchmarks/ta085,100,1,375351,1.74457530867544
genetic,data/Benchmarks/ta085,100,2,374777,1.5889839122833174
genetic,data/Benchmarks/ta085,100,3,374732,1.5767859805104156
genetic,data/Benchmarks/ta085,100,4,376501,2.0563002317607038
genetic,data/Benchmarks/ta085,100,5,373975,1.3715896615751595
genetic,data/Benchmarks/ta085,100,6,374648,1.554016507867666
genetic,data/Benchmarks/ta085,100,7,376216,1.9790466638656599
genetic,data/Benchmarks/ta085,100,8,376699,2.109971131561471
genetic,data/Benchmarks/ta085,100,9,375441,1.7689711722212433
genetic,data/Benchmarks/ta085,100,10,375122,1.6825013892088965
ils,data/Benchmarks/ta090,100,1,385315,1.5868872859191765
ils,data/Benchmarks/ta090,100,2,385359,1.5984877246266769
ils,data/Benchmarks/ta090,100,3,385639,1.6723086982198598
ils,data/Benchmarks/ta090,100,4,384796,1.4500548384375265
ils,data/Benchmarks/ta090,100,5,385458,1.6245887117185522
ils,data/Benchmarks/ta090,100,6,385394,1.6077153463258247
ils,data/Benchmarks/ta090,100,7,384615,1.4023348519362187
ils,data/Benchmarks/ta090,100,8,384965,1.4946110689276977
ils,data/Benchmarks/ta090,100,9,386064,1.7843583902809415
ils,data/Benchmarks/ta090,100,10,384691,1.4223719733400828
genetic,data/Benchmarks/ta090,100,1,387070,2.049586602547878
genetic,data/Benchmarks/ta090,100,2,386553,1.9132814477347506
genetic,data/Benchmarks/ta090,100,3,384974,1.4969838859360498
genetic,data/Benchmarks/ta090,100,4,385404,1.6103518096684384
genetic,data/Benchmarks/ta090,100,5,386513,1.9027355943642958
genetic,data/Benchmarks/ta090,100,6,384993,1.501993166287016
genetic,data/Benchmarks/ta090,100,7,386338,1.8565974858685566
genetic,data/Benchmarks/ta090,100,8,386647,1.9380642031553195
genetic,data/Benchmarks/ta090,100,9,383724,1.1674259681093395
genetic,data/Benchmarks/ta090,100,10,384355,1.3337868050282629
