Algorithm,Instance,Instance Size,Run,Final Value,Deviation
ils,data/Benchmarks/ta085,100,9,375204,1.7047287315506283
ils,data/Benchmarks/ta085,100,10,375720,1.8445983492132334
genetic,data/Benchmarks/ta085,100,1,375813,1.8698074082105633
genetic,data/Benchmarks/ta085,100,2,376590,2.080425030155998
genetic,data/Benchmarks/ta085,100,3,374021,1.3840586584985701
genetic,data/Benchmarks/ta085,100,4,375803,1.867096756705474
genetic,data/Benchmarks/ta085,100,5,374976,1.6429258772345932
genetic,data/Benchmarks/ta085,100,6,374860,1.611482319775558
genetic,data/Benchmarks/ta085,100,7,372917,1.084802732336717
genetic,data/Benchmarks/ta085,100,8,374131,1.4138758250545518
genetic,data/Benchmarks/ta085,100,9,375182,1.6987652982394317
genetic,data/Benchmarks/ta085,100,10,373206,1.1631405608337964
ils,data/Benchmarks/ta090,100,1,385993,1.7656395005483845
ils,data/Benchmarks/ta090,100,2,385419,1.6143065046823588
ils,data/Benchmarks/ta090,100,3,385306,1.5845144689108241
ils,data/Benchmarks/ta090,100,4,385099,1.529939677718721
ils,data/Benchmarks/ta090,100,5,384145,1.2784210748333755
ils,data/Benchmarks/ta090,100,6,385383,1.6048152366489499
ils,data/Benchmarks/ta090,100,7,384955,1.491974605585084
ils,data/Benchmarks/ta090,100,8,384947,1.489865434910993
ils,data/Benchmarks/ta090,100,9,385566,1.65306251581878
ils,data/Benchmarks/ta090,100,10,385143,1.5415401164262212
genetic,data/Benchmarks/ta090,100,1,384396,1.344596304732979
genetic,data/Benchmarks/ta090,100,2,385942,1.7521935375010547
genetic,data/Benchmarks/ta090,100,3,384387,1.3422234877246266
genetic,data/Benchmarks/ta090,100,4,383148,1.0155656795747914
genetic,data/Benchmarks/ta090,100,5,384560,1.3878343035518435
genetic,data/Benchmarks/ta090,100,6,385721,1.693927697629292
genetic,data/Benchmarks/ta090,100,7,384738,1.434763351050367
genetic,data/Benchmarks/ta090,100,8,385226,1.5634227621699148
genetic,data/Benchmarks/ta090,100,9,385015,1.507793385640766
genetic,data/Benchmarks/ta090,100,10,384514,1.3757065721758204
